CQID,pType,CAT,CPID,CComp,CCost,LCost,DCost,DQID,DPID,[Q],IMP,POS
43,O2-Sensor,Conversion Cost,O2-Sensor-213,Safety Testing,0.46,0.45,0.01,33,O2-Sensor-210,1073.21,10.73,REFERENCE FOUND!
43,O2-Sensor,Conversion Cost,O2-Sensor-213,Quality Assurance,0.39,0.31,0.08,8,O2-Sensor-202,1073.21,85.86,REFERENCE FOUND!
43,O2-Sensor,Logistic Choice,O2-Sensor-213,Air,0.47,0.43,0.04,14,O2-Sensor-204,1073.21,42.93,REFERENCE FOUND!
43,O2-Sensor,Logistic Choice,O2-Sensor-213,Torque Testing,0.2,0.19,0.01,8,O2-Sensor-202,1073.21,10.73,REFERENCE FOUND!
43,O2-Sensor,Logistic Choice,O2-Sensor-213,Non-Destructive Testing,0.16,0.13,0.03,8,O2-Sensor-202,1073.21,32.2,REFERENCE FOUND!
44,ECU,Electronic Component,ECU-314,Voltage Regulator,0.62,0.22,0.4,1,TPS-100,1099.17,439.67,REFERENCE FOUND!
44,ECU,Electronic Component,ECU-314,Optocoupler,0.98,0.98,0.0,44,ECU-314,1099.17,0.0,COST REFERENCE
44,ECU,Electronic Component,ECU-314,Power Supply,0.25,0.2,0.05,9,ECU-302,1099.17,54.96,REFERENCE FOUND!
44,ECU,Mechanical Components,ECU-314,Piston,0.45,0.39,0.06,25,ECU-308,1099.17,65.95,REFERENCE FOUND!
44,ECU,Mechanical Components,ECU-314,Wire Harness,0.31,0.31,0.0,44,ECU-314,1099.17,0.0,COST REFERENCE
44,ECU,Mechanical Components,ECU-314,Pivot Point,0.43,0.34,0.09,9,ECU-302,1099.17,98.93,REFERENCE FOUND!
44,ECU,Raw Material,ECU-314,Polycarbonate,0.4,0.39,0.01,9,ECU-302,1099.17,10.99,REFERENCE FOUND!
44,ECU,Raw Material,ECU-314,Alloy Steel,0.35,0.35,0.0,44,ECU-314,1099.17,0.0,COST REFERENCE
44,ECU,Conversion Cost,ECU-314,Polishing,0.74,0.61,0.13,25,ECU-308,1099.17,142.89,REFERENCE FOUND!
44,ECU,Conversion Cost,ECU-314,Process Optimization,0.55,0.38,0.17,9,ECU-302,1099.17,186.86,REFERENCE FOUND!
44,ECU,Conversion Cost,ECU-314,Supply Chain Management,0.46,0.27,0.19,34,ECU-311,1099.17,208.84,REFERENCE FOUND!
44,ECU,Logistic Choice,ECU-314,Road,0.45,0.45,0.0,44,ECU-314,1099.17,0.0,COST REFERENCE
44,ECU,Logistic Choice,ECU-314,Leak Testing,0.24,0.15,0.09,9,ECU-302,1099.17,98.93,REFERENCE FOUND!
44,ECU,Logistic Choice,ECU-314,Durability Testing,0.22,0.11,0.11,34,ECU-311,1099.17,120.91,REFERENCE FOUND!
45,TPS,Electronic Component,TPS-115,Oscillator,0.48,0.48,0.0,45,TPS-115,797.24,0.0,COST REFERENCE
45,TPS,Electronic Component,TPS-115,Magnetic Sensor,0.73,0.73,0.0,45,TPS-115,797.24,0.0,COST REFERENCE
45,TPS,Electronic Component,TPS-115,Charge Controller,0.29,0.29,0.0,10,TPS-103,797.24,0.0,COST REFERENCE
45,TPS,Mechanical Components,TPS-115,Gasket,0.46,0.44,0.02,35,TPS-111,797.24,15.94,REFERENCE FOUND!
45,TPS,Mechanical Components,TPS-115,Spring,0.27,0.27,0.0,45,TPS-115,797.24,0.0,COST REFERENCE
45,TPS,Mechanical Components,TPS-115,Slider Mechanism,0.33,0.33,0.0,10,TPS-103,797.24,0.0,COST REFERENCE
45,TPS,Raw Material,TPS-115,Teflon,0.42,0.41,0.01,10,TPS-103,797.24,7.97,REFERENCE FOUND!
45,TPS,Raw Material,TPS-115,Magnesium,0.4,0.34,0.06,10,TPS-103,797.24,47.83,REFERENCE FOUND!
45,TPS,Conversion Cost,TPS-115,Annealing,0.58,0.58,0.0,45,TPS-115,797.24,0.0,COST REFERENCE
45,TPS,Conversion Cost,TPS-115,Product Certification,0.52,0.42,0.1,10,TPS-103,797.24,79.72,REFERENCE FOUND!
45,TPS,Conversion Cost,TPS-115,Logistics Coordination,0.32,0.27,0.05,35,TPS-111,797.24,39.86,REFERENCE FOUND!
45,TPS,Logistic Choice,TPS-115,Sea,0.46,0.42,0.04,18,O2-Sensor-205,797.24,31.89,REFERENCE FOUND!
45,TPS,Logistic Choice,TPS-115,Acoustic Testing,0.28,0.18,0.1,10,TPS-103,797.24,79.72,REFERENCE FOUND!
45,TPS,Logistic Choice,TPS-115,Impact Testing,0.25,0.11,0.14,10,TPS-103,797.24,111.61,REFERENCE FOUND!
46,O2-Sensor,Electronic Component,O2-Sensor-214,Transducer,0.77,0.7,0.07,11,O2-Sensor-203,1085.76,76.0,REFERENCE FOUND!
46,O2-Sensor,Electronic Component,O2-Sensor-214,Variable Resistor,0.8,0.8,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Electronic Component,O2-Sensor-214,Energy Harvester,0.29,0.29,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Bracket Assembly,0.4,0.4,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Pin Connector,0.24,0.24,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Rack and Pinion,0.44,0.28,0.16,11,O2-Sensor-203,1085.76,173.72,REFERENCE FOUND!
46,O2-Sensor,Raw Material,O2-Sensor-214,Ceramic,0.35,0.33,0.02,11,O2-Sensor-203,1085.76,21.72,REFERENCE FOUND!
46,O2-Sensor,Raw Material,O2-Sensor-214,Tungsten,0.25,0.25,0.0,11,O2-Sensor-203,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Conversion Cost,O2-Sensor-214,Casting,0.59,0.59,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Conversion Cost,O2-Sensor-214,Tooling Setup,0.51,0.38,0.13,11,O2-Sensor-203,1085.76,141.15,REFERENCE FOUND!
46,O2-Sensor,Conversion Cost,O2-Sensor-214,Risk Management,0.29,0.29,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
46,O2-Sensor,Logistic Choice,O2-Sensor-214,Air,0.64,0.43,0.21,14,O2-Sensor-204,1085.76,228.01,REFERENCE FOUND!
46,O2-Sensor,Logistic Choice,O2-Sensor-214,Radiographic Inspection,0.32,0.3,0.02,11,O2-Sensor-203,1085.76,21.72,REFERENCE FOUND!
46,O2-Sensor,Logistic Choice,O2-Sensor-214,Corrosion Testing,0.24,0.24,0.0,46,O2-Sensor-214,1085.76,0.0,COST REFERENCE
47,ECU,Electronic Component,ECU-315,Photodiode,0.7,0.57,0.13,12,ECU-303,631.41,82.08,REFERENCE FOUND!
47,ECU,Electronic Component,ECU-315,LCD Display,1.46,1.28,0.18,12,ECU-303,631.41,113.65,REFERENCE FOUND!
47,ECU,Electronic Component,ECU-315,Signal Processor,0.26,0.26,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Mechanical Components,ECU-315,Switch Assembly,0.55,0.54,0.01,12,ECU-303,631.41,6.31,REFERENCE FOUND!
47,ECU,Mechanical Components,ECU-315,Rivet,0.32,0.32,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Mechanical Components,ECU-315,Helical Spring,0.45,0.39,0.06,12,ECU-303,631.41,37.88,REFERENCE FOUND!
47,ECU,Raw Material,ECU-315,High-Density Polyethylene,0.36,0.36,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Raw Material,ECU-315,Silicon,0.25,0.25,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Conversion Cost,ECU-315,Drilling,0.57,0.57,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Conversion Cost,ECU-315,Firmware Updating,0.47,0.47,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Conversion Cost,ECU-315,Inventory Optimization,0.31,0.31,0.0,47,ECU-315,631.41,0.0,COST REFERENCE
47,ECU,Logistic Choice,ECU-315,Sea,0.48,0.42,0.06,18,O2-Sensor-205,631.41,37.88,REFERENCE FOUND!
47,ECU,Logistic Choice,ECU-315,Spectral Analysis,0.32,0.26,0.06,12,ECU-303,631.41,37.88,REFERENCE FOUND!
47,ECU,Logistic Choice,ECU-315,Thermal Cycling,0.28,0.12,0.16,12,ECU-303,631.41,101.03,REFERENCE FOUND!
48,TPS,Electronic Component,TPS-116,Piezoelectric Crystal,0.49,0.49,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Electronic Component,TPS-116,RFID Chip,1.31,0.75,0.56,13,TPS-104,821.48,460.03,REFERENCE FOUND!
48,TPS,Electronic Component,TPS-116,Hall Effect Sensor,0.26,0.26,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Mechanical Components,TPS-116,Frame Structure,0.59,0.41,0.18,13,TPS-104,821.48,147.87,REFERENCE FOUND!
48,TPS,Mechanical Components,TPS-116,Bearing,0.26,0.26,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Mechanical Components,TPS-116,Sprocket Assembly,0.28,0.28,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Raw Material,TPS-116,Composite Material,0.41,0.41,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Raw Material,TPS-116,Bronze,0.39,0.37,0.02,13,TPS-104,821.48,16.43,REFERENCE FOUND!
48,TPS,Conversion Cost,TPS-116,Stamping,0.67,0.67,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Conversion Cost,TPS-116,Workflow Analysis,0.51,0.35,0.16,13,TPS-104,821.48,131.44,REFERENCE FOUND!
48,TPS,Conversion Cost,TPS-116,Transport Licensing,0.28,0.28,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
48,TPS,Logistic Choice,TPS-116,Road,0.59,0.45,0.14,44,ECU-314,821.48,115.01,REFERENCE FOUND!
48,TPS,Logistic Choice,TPS-116,Ultrasonic Testing,0.28,0.17,0.11,13,TPS-104,821.48,90.36,REFERENCE FOUND!
48,TPS,Logistic Choice,TPS-116,Fatigue Testing,0.22,0.22,0.0,48,TPS-116,821.48,0.0,COST REFERENCE
49,O2-Sensor,Electronic Component,O2-Sensor-215,Hall Sensor,0.54,0.45,0.09,14,O2-Sensor-204,812.37,73.11,REFERENCE FOUND!
49,O2-Sensor,Electronic Component,O2-Sensor-215,Bluetooth Module,1.01,0.71,0.3,14,O2-Sensor-204,812.37,243.71,REFERENCE FOUND!
49,O2-Sensor,Electronic Component,O2-Sensor-215,Analog-to-Digital Converter,0.36,0.31,0.05,14,O2-Sensor-204,812.37,40.62,REFERENCE FOUND!
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Exhaust Clamp,0.51,0.51,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Bolt,0.29,0.25,0.04,14,O2-Sensor-204,812.37,32.49,REFERENCE FOUND!
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Link Chain,0.3,0.3,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Raw Material,O2-Sensor-215,Titanium Alloy,0.43,0.43,0.0,14,O2-Sensor-204,812.37,0.0,COST REFERENCE
49,O2-Sensor,Raw Material,O2-Sensor-215,Platinum,0.39,0.31,0.08,14,O2-Sensor-204,812.37,64.99,REFERENCE FOUND!
49,O2-Sensor,Conversion Cost,O2-Sensor-215,Laser Cutting,0.57,0.57,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Conversion Cost,O2-Sensor-215,Prototype Development,0.37,0.37,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Conversion Cost,O2-Sensor-215,Order Processing,0.26,0.26,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Logistic Choice,O2-Sensor-215,Sea,0.53,0.42,0.11,18,O2-Sensor-205,812.37,89.36,REFERENCE FOUND!
49,O2-Sensor,Logistic Choice,O2-Sensor-215,X-Ray Inspection,0.25,0.25,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
49,O2-Sensor,Logistic Choice,O2-Sensor-215,Load Testing,0.17,0.17,0.0,49,O2-Sensor-215,812.37,0.0,COST REFERENCE
50,ECU,Electronic Component,ECU-316,RFID Reader,0.8,0.51,0.29,15,ECU-304,1107.9,321.29,REFERENCE FOUND!
50,ECU,Electronic Component,ECU-316,GPS Module,1.42,1.15,0.27,15,ECU-304,1107.9,299.13,REFERENCE FOUND!
50,ECU,Electronic Component,ECU-316,Power Amplifier,0.3,0.2,0.1,15,ECU-304,1107.9,110.79,REFERENCE FOUND!
50,ECU,Mechanical Components,ECU-316,Spring Assembly,0.42,0.42,0.0,50,ECU-316,1107.9,0.0,COST REFERENCE
50,ECU,Mechanical Components,ECU-316,Screw,0.29,0.28,0.01,15,ECU-304,1107.9,11.08,REFERENCE FOUND!
50,ECU,Mechanical Components,ECU-316,Linear Actuator,0.47,0.4,0.07,15,ECU-304,1107.9,77.55,REFERENCE FOUND!
50,ECU,Raw Material,ECU-316,Nylon,0.4,0.4,0.0,50,ECU-316,1107.9,0.0,COST REFERENCE
50,ECU,Raw Material,ECU-316,Silver,0.29,0.29,0.0,50,ECU-316,1107.9,0.0,COST REFERENCE
50,ECU,Conversion Cost,ECU-316,Forging,0.73,0.65,0.08,15,ECU-304,1107.9,88.63,REFERENCE FOUND!
50,ECU,Conversion Cost,ECU-316,Energy Efficiency Testing,0.41,0.41,0.0,50,ECU-316,1107.9,0.0,COST REFERENCE
50,ECU,Conversion Cost,ECU-316,Material Sourcing,0.37,0.37,0.0,50,ECU-316,1107.9,0.0,COST REFERENCE
50,ECU,Logistic Choice,ECU-316,Road,0.51,0.45,0.06,44,ECU-314,1107.9,66.47,REFERENCE FOUND!
50,ECU,Logistic Choice,ECU-316,Tensile Testing,0.19,0.19,0.0,15,ECU-304,1107.9,0.0,COST REFERENCE
50,ECU,Logistic Choice,ECU-316,Pressure Cycle Testing,0.18,0.12,0.06,15,ECU-304,1107.9,66.47,REFERENCE FOUND!
